K,Betha,Alpha,P,Q,PurePercent
15,0.8,0.01,0.08,0.048,0.551116156490106
15,0.8,0.01,0.08,0.056,0.546324808435997
15,0.8,0.01,0.08,0.064,0.550891891056893
15,0.8,0.01,0.08,0.072,0.502185065455883
15,0.8,0.01,0.08,0.08,0.442250708911902
15,0.8,0.01,0.09,0,100
15,0.8,0.01,0.09,0.009,2.20811018977262
15,0.8,0.01,0.09,0.018,1.22986432971077
15,0.8,0.01,0.09,0.027,0.778879481327578
15,0.8,0.01,0.09,0.036,0.756308766755962
15,0.8,0.01,0.09,0.045,0.580969465134338
15,0.8,0.01,0.09,0.054,0.439170531427084
15,0.8,0.01,0.09,0.063,0.550903619212926
15,0.8,0.01,0.09,0.072,0.560164826231132
15,0.8,0.01,0.09,0.081,0.33799393515303
15,0.8,0.01,0.09,0.09,0.369442578119393
15,0.8,0.01,0.1,0,100
15,0.8,0.01,0.1,0.01,2.16225930313303
15,0.8,0.01,0.1,0.02,1.18971217502783
15,0.8,0.01,0.1,0.03,0.802593166389352
15,0.8,0.01,0.1,0.04,0.633305141979305
15,0.8,0.01,0.1,0.05,0.542693904114822
15,0.8,0.01,0.1,0.06,0.560448450045057
15,0.8,0.01,0.1,0.07,0.255632628493024
15,0.8,0.01,0.1,0.08,0.458919465582782
15,0.8,0.01,0.1,0.09,0.309378420435378
15,0.8,0.01,0.1,0.1,0.247233094078569
15,0.8,0.015,0.01,0,100
15,0.8,0.015,0.01,0.001,37.1879619011981
15,0.8,0.015,0.01,0.002,23.7071047313667
15,0.8,0.015,0.01,0.003,17.9016328224328
15,0.8,0.015,0.01,0.004,16.2707137677424
15,0.8,0.015,0.01,0.005,17.4316092504557
15,0.8,0.015,0.01,0.006,14.8017977311114
15,0.8,0.015,0.01,0.007,13.9936740346711
15,0.8,0.015,0.01,0.008,13.9953891362239
15,0.8,0.015,0.01,0.009,12.6978597456102
15,0.8,0.015,0.01,0.01,12.1370290908372
15,0.8,0.015,0.02,0,100
15,0.8,0.015,0.02,0.002,19.3598313382145
15,0.8,0.015,0.02,0.004,13.8163497276767
15,0.8,0.015,0.02,0.006,9.64397372717651
15,0.8,0.015,0.02,0.008,9.29829937701115
15,0.8,0.015,0.02,0.01,9.40656379142865
15,0.8,0.015,0.02,0.012,8.83190188195963
15,0.8,0.015,0.02,0.014,6.39805326922616
15,0.8,0.015,0.02,0.016,6.82901125680113
15,0.8,0.015,0.02,0.018,6.32777667824387
15,0.8,0.015,0.02,0.02,5.98601970949241
15,0.8,0.015,0.03,0,100
15,0.8,0.015,0.03,0.003,18.677939631779
15,0.8,0.015,0.03,0.006,7.95515340451219
15,0.8,0.015,0.03,0.009,6.16209304865034
15,0.8,0.015,0.03,0.012,4.78761076868997
15,0.8,0.015,0.03,0.015,5.80798648619995
15,0.8,0.015,0.03,0.018,4.01034725458883
15,0.8,0.015,0.03,0.021,3.94075610905531
15,0.8,0.015,0.03,0.024,3.32443954209089
15,0.8,0.015,0.03,0.027,3.23192809884475
15,0.8,0.015,0.03,0.03,3.72450351335701
15,0.8,0.015,0.04,0,100
15,0.8,0.015,0.04,0.004,11.4759232274917
15,0.8,0.015,0.04,0.008,7.26695097936722
15,0.8,0.015,0.04,0.012,5.10228414106358
15,0.8,0.015,0.04,0.016,3.92065768004041
15,0.8,0.015,0.04,0.02,3.10289959191748
15,0.8,0.015,0.04,0.024,2.76847412414109
15,0.8,0.015,0.04,0.028,2.67107655405229
15,0.8,0.015,0.04,0.032,2.70009307338245
15,0.8,0.015,0.04,0.036,2.42947999387777
15,0.8,0.015,0.04,0.04,1.94098669442661
15,0.8,0.015,0.05,0,100
15,0.8,0.015,0.05,0.005,8.19066564309992
15,0.8,0.015,0.05,0.01,5.39223213386945
15,0.8,0.015,0.05,0.015,2.89684874181185
15,0.8,0.015,0.05,0.02,1.99537842596847
15,0.8,0.015,0.05,0.025,2.19252118393332
15,0.8,0.015,0.05,0.03,1.5266576336961
15,0.8,0.015,0.05,0.035,1.41637032152421
15,0.8,0.015,0.05,0.04,1.96201865353906
15,0.8,0.015,0.05,0.045,1.34731950190107
15,0.8,0.015,0.05,0.05,1.45320963899384
15,0.8,0.015,0.06,0,100
15,0.8,0.015,0.06,0.006,5.79470024750221
15,0.8,0.015,0.06,0.012,3.72558749965871
15,0.8,0.015,0.06,0.018,2.89934090400968
15,0.8,0.015,0.06,0.024,1.83310934695441
15,0.8,0.015,0.06,0.03,1.6895893902034
15,0.8,0.015,0.06,0.036,1.74126785091821
15,0.8,0.015,0.06,0.042,1.2395810227403
15,0.8,0.015,0.06,0.048,1.24898669545271
15,0.8,0.015,0.06,0.054,1.23615016338961
15,0.8,0.015,0.06,0.06,1.06037762975188
15,0.8,0.015,0.07,0,100
15,0.8,0.015,0.07,0.007,6.74234033664192
15,0.8,0.015,0.07,0.014,3.04010287729635
15,0.8,0.015,0.07,0.021,2.62013769496423
15,0.8,0.015,0.07,0.028,2.08647099500397
15,0.8,0.015,0.07,0.035,1.52148272572244
15,0.8,0.015,0.07,0.042,1.36049412634701
15,0.8,0.015,0.07,0.049,1.31792326447647
15,0.8,0.015,0.07,0.056,1.25086335265676
15,0.8,0.015,0.07,0.063,1.0758301167604
15,0.8,0.015,0.07,0.07,0.86780359234052
15,0.8,0.015,0.08,0,100
15,0.8,0.015,0.08,0.008,4.00400151893123
15,0.8,0.015,0.08,0.016,1.93208620082986
15,0.8,0.015,0.08,0.024,1.78943849147671
15,0.8,0.015,0.08,0.032,1.34303629569617
15,0.8,0.015,0.08,0.04,1.10936829009266
15,0.8,0.015,0.08,0.048,0.819899510292411
15,0.8,0.015,0.08,0.056,0.892327391886382
15,0.8,0.015,0.08,0.064,0.76990267771882
15,0.8,0.015,0.08,0.072,0.596307013968146
15,0.8,0.015,0.08,0.08,0.732304113756622
15,0.8,0.015,0.09,0,100
15,0.8,0.015,0.09,0.009,4.06251810735865
15,0.8,0.015,0.09,0.018,1.58973043579941
15,0.8,0.015,0.09,0.027,1.50591855215615
15,0.8,0.015,0.09,0.036,1.2049076976942
15,0.8,0.015,0.09,0.045,0.929129831466977
15,0.8,0.015,0.09,0.054,0.757254674308063
15,0.8,0.015,0.09,0.063,0.624877722875778
15,0.8,0.015,0.09,0.072,0.758941270025522
15,0.8,0.015,0.09,0.081,0.606637563685634
15,0.8,0.015,0.09,0.09,0.52153201184078
15,0.8,0.015,0.1,0,100
15,0.8,0.015,0.1,0.01,4.55167005591898
15,0.8,0.015,0.1,0.02,1.67392830410502
15,0.8,0.015,0.1,0.03,1.00855566246406
15,0.8,0.015,0.1,0.04,0.864455458668762
15,0.8,0.015,0.1,0.05,0.84636754269373
15,0.8,0.015,0.1,0.06,0.65895752097733
15,0.8,0.015,0.1,0.07,0.693538179772456
15,0.8,0.015,0.1,0.08,0.603236682004149
15,0.8,0.015,0.1,0.09,0.472660585957911
15,0.8,0.015,0.1,0.1,0.33813654282919
15,0.8,0.02,0.01,0,100
15,0.8,0.02,0.01,0.001,43.9997667934222
15,0.8,0.02,0.01,0.002,30.3262910119616
15,0.8,0.02,0.01,0.003,26.6198921911032
15,0.8,0.02,0.01,0.004,24.3251821460387
15,0.8,0.02,0.01,0.005,23.4300902177167
15,0.8,0.02,0.01,0.006,17.0411398253496
15,0.8,0.02,0.01,0.007,19.014188158394
15,0.8,0.02,0.01,0.008,17.0629386167383
15,0.8,0.02,0.01,0.009,16.2644604879637
15,0.8,0.02,0.01,0.01,15.2416103987571
15,0.8,0.02,0.02,0,100
15,0.8,0.02,0.02,0.002,25.9962797872886
15,0.8,0.02,0.02,0.004,17.9253868335375
15,0.8,0.02,0.02,0.006,13.1572449172365
15,0.8,0.02,0.02,0.008,9.66386764726343
15,0.8,0.02,0.02,0.01,11.8873959968767
15,0.8,0.02,0.02,0.012,8.81119343628262
15,0.8,0.02,0.02,0.014,8.44750891994277
15,0.8,0.02,0.02,0.016,7.60381805404098
15,0.8,0.02,0.02,0.018,7.85516424710809
15,0.8,0.02,0.02,0.02,7.27566211009278
15,0.8,0.02,0.03,0,100
15,0.8,0.02,0.03,0.003,17.6451479518676
15,0.8,0.02,0.03,0.006,13.4285254860115
15,0.8,0.02,0.03,0.009,8.18170302993599
15,0.8,0.02,0.03,0.012,6.57127436069122
15,0.8,0.02,0.03,0.015,5.5920656235697
15,0.8,0.02,0.03,0.018,5.83036799746006
15,0.8,0.02,0.03,0.021,4.93296740210099
15,0.8,0.02,0.03,0.024,4.63289007331763
15,0.8,0.02,0.03,0.027,4.43759604386905
15,0.8,0.02,0.03,0.03,4.44235233253506
15,0.8,0.02,0.04,0,100
15,0.8,0.02,0.04,0.004,14.6025853312875
15,0.8,0.02,0.04,0.008,9.43679879442096
15,0.8,0.02,0.04,0.012,6.1476515048515
15,0.8,0.02,0.04,0.016,4.94950583875736
15,0.8,0.02,0.04,0.02,5.10405570412015
15,0.8,0.02,0.04,0.024,3.61242725914685
15,0.8,0.02,0.04,0.028,3.34037140339723
15,0.8,0.02,0.04,0.032,3.3714885505472
15,0.8,0.02,0.04,0.036,3.00347801776693
15,0.8,0.02,0.04,0.04,2.81796772942765
15,0.8,0.02,0.05,0,100
15,0.8,0.02,0.05,0.005,8.42768657145176
15,0.8,0.02,0.05,0.01,5.99836570649497
15,0.8,0.02,0.05,0.015,4.19044934003604
15,0.8,0.02,0.05,0.02,3.38552998406369
15,0.8,0.02,0.05,0.025,4.12523174679139
15,0.8,0.02,0.05,0.03,2.96702802283937
15,0.8,0.02,0.05,0.035,2.79226590800187
15,0.8,0.02,0.05,0.04,2.54997499602563
15,0.8,0.02,0.05,0.045,2.29162124997236
15,0.8,0.02,0.05,0.05,2.45328109445754
15,0.8,0.02,0.06,0,100
15,0.8,0.02,0.06,0.006,8.55786315989183
15,0.8,0.02,0.06,0.012,4.4536261930298
15,0.8,0.02,0.06,0.018,3.29438060179392
15,0.8,0.02,0.06,0.024,2.3697665155771
15,0.8,0.02,0.06,0.03,1.71747363220134
15,0.8,0.02,0.06,0.036,2.12986537190248
15,0.8,0.02,0.06,0.042,2.03218701508735
15,0.8,0.02,0.06,0.048,1.93203002151368
15,0.8,0.02,0.06,0.054,1.61476405333024
15,0.8,0.02,0.06,0.06,1.55011877593889
15,0.8,0.02,0.07,0,100
15,0.8,0.02,0.07,0.007,7.4759896531366
15,0.8,0.02,0.07,0.014,3.27172170938827
15,0.8,0.02,0.07,0.021,2.60393561765421
15,0.8,0.02,0.07,0.028,2.35317283004761
15,0.8,0.02,0.07,0.035,1.7461297301926
15,0.8,0.02,0.07,0.042,1.77324484415567
15,0.8,0.02,0.07,0.049,1.00062376074493
15,0.8,0.02,0.07,0.056,1.38592846110167
15,0.8,0.02,0.07,0.063,1.18093827491424
15,0.8,0.02,0.07,0.07,1.27153566436015
15,0.8,0.02,0.08,0,100
15,0.8,0.02,0.08,0.008,5.53492431429669
15,0.8,0.02,0.08,0.016,3.19080297850056
15,0.8,0.02,0.08,0.024,2.24729964822708
15,0.8,0.02,0.08,0.032,1.9729338068939
15,0.8,0.02,0.08,0.04,1.26356126438848
15,0.8,0.02,0.08,0.048,1.19477262578551
15,0.8,0.02,0.08,0.056,0.900397174880206
15,0.8,0.02,0.08,0.064,0.976050974944049
15,0.8,0.02,0.08,0.072,0.870912546036622
15,0.8,0.02,0.08,0.08,0.958429957915968
15,0.8,0.02,0.09,0,100
15,0.8,0.02,0.09,0.009,6.83759495706269
15,0.8,0.02,0.09,0.018,3.07403178356831
15,0.8,0.02,0.09,0.027,1.5796798618081
15,0.8,0.02,0.09,0.036,1.48158908244705
15,0.8,0.02,0.09,0.045,0.928010309582578
15,0.8,0.02,0.09,0.054,0.957784267764121
15,0.8,0.02,0.09,0.063,0.845610690796781
15,0.8,0.02,0.09,0.072,1.04595690251092
15,0.8,0.02,0.09,0.081,0.90171253575667
15,0.8,0.02,0.09,0.09,0.668378094591982
15,0.8,0.02,0.1,0,100
15,0.8,0.02,0.1,0.01,3.58244386242934
15,0.8,0.02,0.1,0.02,2.03752640540722
15,0.8,0.02,0.1,0.03,1.51346191629047
15,0.8,0.02,0.1,0.04,1.19169750646384
15,0.8,0.02,0.1,0.05,1.16656379157971
15,0.8,0.02,0.1,0.06,0.819618919054914
15,0.8,0.02,0.1,0.07,0.732298614239251
15,0.8,0.02,0.1,0.08,0.76966339727032
15,0.8,0.02,0.1,0.09,0.722649001039663
15,0.8,0.02,0.1,0.1,0.52419412719623
15,0.8,0.025,0.01,0,100
15,0.8,0.025,0.01,0.001,60.2610405573479
15,0.8,0.025,0.01,0.002,37.6637887026816
15,0.8,0.025,0.01,0.003,30.3629627867868
15,0.8,0.025,0.01,0.004,27.4239117394975
15,0.8,0.025,0.01,0.005,22.0536302306316
15,0.8,0.025,0.01,0.006,24.5601512365105
15,0.8,0.025,0.01,0.007,20.9394558843921
15,0.8,0.025,0.01,0.008,21.7403573889904
15,0.8,0.025,0.01,0.009,19.8470692474417
15,0.8,0.025,0.01,0.01,18.6002468089668
15,0.8,0.025,0.02,0,100
15,0.8,0.025,0.02,0.002,32.7826079943106
15,0.8,0.025,0.02,0.004,23.079934501154
15,0.8,0.025,0.02,0.006,18.2003699787538
15,0.8,0.025,0.02,0.008,15.3889263778351
15,0.8,0.025,0.02,0.01,11.5885396640012
15,0.8,0.025,0.02,0.012,11.1437242375678
15,0.8,0.025,0.02,0.014,9.11177921361572
15,0.8,0.025,0.02,0.016,8.95757846366646
15,0.8,0.025,0.02,0.018,10.5682891467505
15,0.8,0.025,0.02,0.02,8.88121681307928
15,0.8,0.025,0.03,0,100
15,0.8,0.025,0.03,0.003,22.1054982335639
15,0.8,0.025,0.03,0.006,12.9058501464609
15,0.8,0.025,0.03,0.009,11.2898733055804
15,0.8,0.025,0.03,0.012,7.8058027533383
15,0.8,0.025,0.03,0.015,7.17917279926247
15,0.8,0.025,0.03,0.018,6.95664799946854
15,0.8,0.025,0.03,0.021,6.67359615191774
15,0.8,0.025,0.03,0.024,6.68545031849647
15,0.8,0.025,0.03,0.027,6.52900476703003
15,0.8,0.025,0.03,0.03,5.65313513314637
15,0.8,0.025,0.04,0,100
15,0.8,0.025,0.04,0.004,14.1612700106666
15,0.8,0.025,0.04,0.008,11.370885393378
15,0.8,0.025,0.04,0.012,6.59139343642908
15,0.8,0.025,0.04,0.016,6.07348863566857
15,0.8,0.025,0.04,0.02,5.17328941575333
15,0.8,0.025,0.04,0.024,4.45074340159685
15,0.8,0.025,0.04,0.028,4.88854767748472
15,0.8,0.025,0.04,0.032,4.63191359452083
15,0.8,0.025,0.04,0.036,3.65241703446076
15,0.8,0.025,0.04,0.04,3.74373868555065
15,0.8,0.025,0.05,0,100
15,0.8,0.025,0.05,0.005,8.54268155311024
15,0.8,0.025,0.05,0.01,8.03211286563848
15,0.8,0.025,0.05,0.015,4.70602030754305
15,0.8,0.025,0.05,0.02,4.48906575600877
15,0.8,0.025,0.05,0.025,3.37173055937846
15,0.8,0.025,0.05,0.03,3.71407356300652
15,0.8,0.025,0.05,0.035,3.63596644463296
15,0.8,0.025,0.05,0.04,2.77045869215498
15,0.8,0.025,0.05,0.045,2.71307013831908
15,0.8,0.025,0.05,0.05,2.55938258559258
15,0.8,0.025,0.06,0,100
15,0.8,0.025,0.06,0.006,11.8624674432582
15,0.8,0.025,0.06,0.012,5.13996758196214
15,0.8,0.025,0.06,0.018,3.81765196651466
15,0.8,0.025,0.06,0.024,3.27691430290795
15,0.8,0.025,0.06,0.03,2.64744531741103
15,0.8,0.025,0.06,0.036,2.8425230999345
15,0.8,0.025,0.06,0.042,2.12033099926969
15,0.8,0.025,0.06,0.048,2.26617789171579
15,0.8,0.025,0.06,0.054,1.95336065559382
15,0.8,0.025,0.06,0.06,1.96290962646803
15,0.8,0.025,0.07,0,100
15,0.8,0.025,0.07,0.007,9.8618334572077
15,0.8,0.025,0.07,0.014,5.22295648984477
15,0.8,0.025,0.07,0.021,3.73418903905628
15,0.8,0.025,0.07,0.028,2.67295189650052
15,0.8,0.025,0.07,0.035,2.06554241527339
15,0.8,0.025,0.07,0.042,2.66268626869476
15,0.8,0.025,0.07,0.049,1.93487370331368
15,0.8,0.025,0.07,0.056,1.64413396292437
15,0.8,0.025,0.07,0.063,1.51561190165132
15,0.8,0.025,0.07,0.07,1.53903453103957
15,0.8,0.025,0.08,0,100
15,0.8,0.025,0.08,0.008,9.29213112086663
15,0.8,0.025,0.08,0.016,4.87841720393759
15,0.8,0.025,0.08,0.024,3.17263239359822
15,0.8,0.025,0.08,0.032,2.0389415134252
15,0.8,0.025,0.08,0.04,1.57622584147345
15,0.8,0.025,0.08,0.048,2.38543776119439
15,0.8,0.025,0.08,0.056,1.4023154391467
15,0.8,0.025,0.08,0.064,1.4146627901999
15,0.8,0.025,0.08,0.072,1.31747495293001
15,0.8,0.025,0.08,0.08,1.47376698231322
15,0.8,0.025,0.09,0,100
15,0.8,0.025,0.09,0.009,7.28482548078112
15,0.8,0.025,0.09,0.018,3.04216321645739
15,0.8,0.025,0.09,0.027,2.93913393120101
15,0.8,0.025,0.09,0.036,1.87145963811356
15,0.8,0.025,0.09,0.045,1.46602192574975
15,0.8,0.025,0.09,0.054,1.31054900055802
15,0.8,0.025,0.09,0.063,1.19216951098006
15,0.8,0.025,0.09,0.072,1.06795133256522
15,0.8,0.025,0.09,0.081,0.938613544337456
15,0.8,0.025,0.09,0.09,1.09745377525714
15,0.8,0.025,0.1,0,100
15,0.8,0.025,0.1,0.01,6.06860957876543
15,0.8,0.025,0.1,0.02,3.03382154285409
15,0.8,0.025,0.1,0.03,1.7650037817033
15,0.8,0.025,0.1,0.04,1.80533370697121
15,0.8,0.025,0.1,0.05,1.12311313082497
15,0.8,0.025,0.1,0.06,1.2177432552141
15,0.8,0.025,0.1,0.07,0.905632731615936
15,0.8,0.025,0.1,0.08,0.896457669164722
15,0.8,0.025,0.1,0.09,0.956209191401239
15,0.8,0.025,0.1,0.1,0.690470547785785
15,0.8,0.03,0.01,0,100
15,0.8,0.03,0.01,0.001,58.7841304305678
15,0.8,0.03,0.01,0.002,43.4979791634528
15,0.8,0.03,0.01,0.003,33.7503928971882
15,0.8,0.03,0.01,0.004,35.1730519218612
15,0.8,0.03,0.01,0.005,27.273161547227
15,0.8,0.03,0.01,0.006,28.0568856692631
15,0.8,0.03,0.01,0.007,23.7557104191338
15,0.8,0.03,0.01,0.008,22.0216404887452
15,0.8,0.03,0.01,0.009,22.2338910195
15,0.8,0.03,0.01,0.01,22.6545594886985
15,0.8,0.03,0.02,0,100
15,0.8,0.03,0.02,0.002,30.8606898541901
15,0.8,0.03,0.02,0.004,19.9620977578
15,0.8,0.03,0.02,0.006,20.3979531430308
15,0.8,0.03,0.02,0.008,15.1241941833766
15,0.8,0.03,0.02,0.01,15.1990192964723
15,0.8,0.03,0.02,0.012,11.7882671833803
15,0.8,0.03,0.02,0.014,14.1475430997924
15,0.8,0.03,0.02,0.016,13.8089086213213
15,0.8,0.03,0.02,0.018,14.1355013619068
15,0.8,0.03,0.02,0.02,9.48063989349936
15,0.8,0.03,0.03,0,100
15,0.8,0.03,0.03,0.003,28.1028726284075
15,0.8,0.03,0.03,0.006,19.5012708637661
15,0.8,0.03,0.03,0.009,12.2733006624346
15,0.8,0.03,0.03,0.012,9.77045630345693
15,0.8,0.03,0.03,0.015,8.95340564183716
15,0.8,0.03,0.03,0.018,8.41223485502256
15,0.8,0.03,0.03,0.021,7.31668129948978
15,0.8,0.03,0.03,0.024,7.18500299293189
15,0.8,0.03,0.03,0.027,7.5953361480691
15,0.8,0.03,0.03,0.03,6.45613250460857
15,0.8,0.03,0.04,0,100
15,0.8,0.03,0.04,0.004,25.2242483791633
15,0.8,0.03,0.04,0.008,10.868910133824
15,0.8,0.03,0.04,0.012,8.43673090124557
15,0.8,0.03,0.04,0.016,7.47557454964805
15,0.8,0.03,0.04,0.02,6.15156357839563
15,0.8,0.03,0.04,0.024,6.31284093543364
15,0.8,0.03,0.04,0.028,4.9317983407253
15,0.8,0.03,0.04,0.032,4.4692959619909
15,0.8,0.03,0.04,0.036,5.28962603666992
15,0.8,0.03,0.04,0.04,4.10901925904425
15,0.8,0.03,0.05,0,100
15,0.8,0.03,0.05,0.005,16.2391112901895
15,0.8,0.03,0.05,0.01,8.3791314538538
15,0.8,0.03,0.05,0.015,5.42328994355572
15,0.8,0.03,0.05,0.02,6.01033113486676
15,0.8,0.03,0.05,0.025,4.97684571934749
15,0.8,0.03,0.05,0.03,3.91523932190057
15,0.8,0.03,0.05,0.035,3.47380766438108
15,0.8,0.03,0.05,0.04,3.68925304556652
15,0.8,0.03,0.05,0.045,3.45594815455088
15,0.8,0.03,0.05,0.05,3.02373884592321
15,0.8,0.03,0.06,0,100
15,0.8,0.03,0.06,0.006,10.699046463252
15,0.8,0.03,0.06,0.012,6.61035767271962
15,0.8,0.03,0.06,0.018,5.09761673707866
15,0.8,0.03,0.06,0.024,4.60776505855872
15,0.8,0.03,0.06,0.03,3.17216654127107
15,0.8,0.03,0.06,0.036,3.37675124377557
15,0.8,0.03,0.06,0.042,2.83029468252009
15,0.8,0.03,0.06,0.048,2.42584288140258
15,0.8,0.03,0.06,0.054,2.59974591611702
15,0.8,0.03,0.06,0.06,2.4688636820263
15,0.8,0.03,0.07,0,100
15,0.8,0.03,0.07,0.007,14.3572528840988
15,0.8,0.03,0.07,0.014,6.13187464476028
15,0.8,0.03,0.07,0.021,3.78830559353465
15,0.8,0.03,0.07,0.028,2.98740210862055
15,0.8,0.03,0.07,0.035,2.37043083321822
15,0.8,0.03,0.07,0.042,1.8700642448964
15,0.8,0.03,0.07,0.049,2.45195220539081
15,0.8,0.03,0.07,0.056,1.91979871860772
15,0.8,0.03,0.07,0.063,1.84142882043142
15,0.8,0.03,0.07,0.07,1.56593285455076
15,0.8,0.03,0.08,0,100
15,0.8,0.03,0.08,0.008,10.013740682237
15,0.8,0.03,0.08,0.016,4.45198267806051
15,0.8,0.03,0.08,0.024,3.49384924052828
15,0.8,0.03,0.08,0.032,2.63287229277125
15,0.8,0.03,0.08,0.04,1.71657430201503
15,0.8,0.03,0.08,0.048,1.93476096665611
15,0.8,0.03,0.08,0.056,1.60802107092064
15,0.8,0.03,0.08,0.064,1.52585269435396
15,0.8,0.03,0.08,0.072,1.46650370363257
15,0.8,0.03,0.08,0.08,1.41958033495411
15,0.8,0.03,0.09,0,100
15,0.8,0.03,0.09,0.009,7.67287060063601
15,0.8,0.03,0.09,0.018,4.41522784795313
15,0.8,0.03,0.09,0.027,3.07998499424783
15,0.8,0.03,0.09,0.036,1.82679354919106
15,0.8,0.03,0.09,0.045,1.93180875536731
15,0.8,0.03,0.09,0.054,1.72337224718219
15,0.8,0.03,0.09,0.063,1.41582423236165
15,0.8,0.03,0.09,0.072,1.10829168208513
15,0.8,0.03,0.09,0.081,1.09403892943007
15,0.8,0.03,0.09,0.09,1.0744571824315
15,0.8,0.03,0.1,0,100
15,0.8,0.03,0.1,0.01,7.08564965226781
15,0.8,0.03,0.1,0.02,2.66274621176837
15,0.8,0.03,0.1,0.03,2.6300439166192
15,0.8,0.03,0.1,0.04,2.1333083360153
15,0.8,0.03,0.1,0.05,1.36635098769044
15,0.8,0.03,0.1,0.06,1.43350310996861
15,0.8,0.03,0.1,0.07,1.13702710908902
15,0.8,0.03,0.1,0.08,0.849592949521068
15,0.8,0.03,0.1,0.09,1.19968634257487
15,0.8,0.03,0.1,0.1,0.769255002563734
15,0.8,0.035,0.01,0,100
15,0.8,0.035,0.01,0.001,62.0345239225865
15,0.8,0.035,0.01,0.002,47.9718701682837
15,0.8,0.035,0.01,0.003,38.131134618285
15,0.8,0.035,0.01,0.004,32.9475770353076
15,0.8,0.035,0.01,0.005,29.8635990556634
15,0.8,0.035,0.01,0.006,32.3634899752092
15,0.8,0.035,0.01,0.007,27.4138783698044
15,0.8,0.035,0.01,0.008,28.274754051541
15,0.8,0.035,0.01,0.009,26.5967758408993
15,0.8,0.035,0.01,0.01,25.655616904395
15,0.8,0.035,0.02,0,100
15,0.8,0.035,0.02,0.002,41.2893437436606
15,0.8,0.035,0.02,0.004,27.4517672020422
15,0.8,0.035,0.02,0.006,24.8248428585243
15,0.8,0.035,0.02,0.008,20.5509433943297
15,0.8,0.035,0.02,0.01,13.9040428624523
15,0.8,0.035,0.02,0.012,15.20836750347
15,0.8,0.035,0.02,0.014,13.6194040773598
15,0.8,0.035,0.02,0.016,14.2670894975609
15,0.8,0.035,0.02,0.018,11.8360775135385
15,0.8,0.035,0.02,0.02,13.1788309017344
15,0.8,0.035,0.03,0,100
15,0.8,0.035,0.03,0.003,35.5164021886899
15,0.8,0.035,0.03,0.006,21.6321664075173
15,0.8,0.035,0.03,0.009,13.3859395858304
15,0.8,0.035,0.03,0.012,10.478800634333
15,0.8,0.035,0.03,0.015,10.0648786565649
15,0.8,0.035,0.03,0.018,9.54510287341214
15,0.8,0.035,0.03,0.021,9.5031250315396
15,0.8,0.035,0.03,0.024,8.68045295266095
15,0.8,0.035,0.03,0.027,8.04101634085185
15,0.8,0.035,0.03,0.03,6.78371496634598
15,0.8,0.035,0.04,0,100
15,0.8,0.035,0.04,0.004,18.2179968696693
15,0.8,0.035,0.04,0.008,15.0194769216894
15,0.8,0.035,0.04,0.012,10.4570561312492
15,0.8,0.035,0.04,0.016,7.79142991634797
15,0.8,0.035,0.04,0.02,6.58379669497567
15,0.8,0.035,0.04,0.024,7.10908508452323
15,0.8,0.035,0.04,0.028,5.35755546081534
15,0.8,0.035,0.04,0.032,5.00829520203751
15,0.8,0.035,0.04,0.036,4.42689521704986
15,0.8,0.035,0.04,0.04,4.98871805425663
15,0.8,0.035,0.05,0,100
15,0.8,0.035,0.05,0.005,19.0863027608242
15,0.8,0.035,0.05,0.01,10.8411327802878
15,0.8,0.035,0.05,0.015,8.34939677124754
15,0.8,0.035,0.05,0.02,6.15576729958051
15,0.8,0.035,0.05,0.025,5.63650369106858
15,0.8,0.035,0.05,0.03,5.20466519718349
15,0.8,0.035,0.05,0.035,4.42291716584751
15,0.8,0.035,0.05,0.04,4.18505508364315
15,0.8,0.035,0.05,0.045,3.36854985938283
15,0.8,0.035,0.05,0.05,3.04260520845334
15,0.8,0.035,0.06,0,100
15,0.8,0.035,0.06,0.006,13.313141940114
15,0.8,0.035,0.06,0.012,7.28612624585906
15,0.8,0.035,0.06,0.018,6.54273005572978
15,0.8,0.035,0.06,0.024,4.5862547108459
15,0.8,0.035,0.06,0.03,4.30562620036158
15,0.8,0.035,0.06,0.036,3.78353487083446
15,0.8,0.035,0.06,0.042,3.31497634382655
15,0.8,0.035,0.06,0.048,3.09623012615293
15,0.8,0.035,0.06,0.054,2.89368031210155
15,0.8,0.035,0.06,0.06,2.85171864433073
15,0.8,0.035,0.07,0,100
15,0.8,0.035,0.07,0.007,10.2300837218179
15,0.8,0.035,0.07,0.014,6.76519149907129
15,0.8,0.035,0.07,0.021,4.35626739211602
15,0.8,0.035,0.07,0.028,4.37704785584726
15,0.8,0.035,0.07,0.035,3.4910616317386
15,0.8,0.035,0.07,0.042,3.46883674384672
15,0.8,0.035,0.07,0.049,2.96798478141528
15,0.8,0.035,0.07,0.056,2.69098691405787
15,0.8,0.035,0.07,0.063,2.56002248623326
15,0.8,0.035,0.07,0.07,2.40296214557421
15,0.8,0.035,0.08,0,100
15,0.8,0.035,0.08,0.008,11.2785538830105
15,0.8,0.035,0.08,0.016,5.050730834613
15,0.8,0.035,0.08,0.024,4.0137860882587
15,0.8,0.035,0.08,0.032,3.28320306528791
15,0.8,0.035,0.08,0.04,2.67891728772877
15,0.8,0.035,0.08,0.048,2.35491818353008
15,0.8,0.035,0.08,0.056,2.29054322218738
15,0.8,0.035,0.08,0.064,1.81363257402562
